state,district,origin_of_challenge,date_of_challenge_removal,type_of_ban,author,title,secondary_author_s,illustrator_s,translator_s
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Walther, K. L.",If We Were Us,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Ward, Sarah",Aesop Lake,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Waters, Erica",Ghost Wood Song,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Weir, Meghan MacLean",The Book of Essie,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Westerfeld, Scott",Afterworlds (Afterworlds Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Whaley, John Corey",Highly Illogical Behavior,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"White, Kiersten",And I Darken (The Conqueror's Saga Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Wind, Lee","No Way, They Were Gay?: Hidden Lives and Secret Loves",NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Winters, Julian",The Summer of Everything,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Woodson, Jacqueline",The House You Pass on the Way,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Zabarsky, Jessi",Witchlight,NA,NA,NA
Tennessee,Hamilton County Schools,Administrator,2021-10-01T00:00:00Z,Banned Pending Investigation,"Draper, Sharon M.",Blended,NA,NA,NA
Tennessee,Hamilton County Schools,Administrator,2021-10-01T00:00:00Z,Banned Pending Investigation,"Benway, Robin",Far from the Tree,NA,NA,NA
Tennessee,Hamilton County Schools,Administrator,2021-10-01T00:00:00Z,Banned Pending Investigation,"Yang, Kelly",Front Desk (Front Desk Series),NA,NA,NA
Tennessee,Hamilton County Schools,Administrator,2021-10-01T00:00:00Z,Banned Pending Investigation,"Rhodes, Jewell Parker",Ghost Boys,NA,NA,NA
Tennessee,Hamilton County Schools,Administrator,2021-10-01T00:00:00Z,Banned Pending Investigation,"Myers, Walter Dean",Monster,NA,NA,NA
Tennessee,Hamilton County Schools,Administrator,2021-10-01T00:00:00Z,Banned Pending Investigation,"Kemmerer, Brigid",More Than We Can Tell,NA,NA,NA
Tennessee,Hamilton County Schools,Administrator,2021-10-01T00:00:00Z,Banned Pending Investigation,"Picoult, Jodi",My Sister's Keeper,NA,NA,NA
Tennessee,Hamilton County Schools,Administrator,2021-10-01T00:00:00Z,Banned Pending Investigation,"Thomas, Angie",On the Come Up,NA,NA,NA
Tennessee,Hamilton County Schools,Administrator,2021-10-01T00:00:00Z,Banned Pending Investigation,"Barrie, James Matthew",Peter Pan,NA,NA,NA
Tennessee,Hamilton County Schools,Administrator,2021-10-01T00:00:00Z,Banned Pending Investigation,"Prager, Sarah","Queer, There and Everywhere: 23 People Who Changed the World",NA,NA,NA
Tennessee,Hamilton County Schools,Administrator,2021-10-01T00:00:00Z,Banned Pending Investigation,"Thomas, Angie",The Hate U Give,NA,NA,NA
Tennessee,Hamilton County Schools,Administrator,2021-10-01T00:00:00Z,Banned Pending Investigation,"Schwabach, Karen",The Hope Chest,NA,NA,NA
Tennessee,McMinn County Schools,Administrator,2022-01-01T00:00:00Z,Banned in Classrooms,"Spiegelman, Art",Maus 1: A Survivor's Tale: My Father Bleeds History,NA,NA,NA
Tennessee,Williamson County Schools,Formal Challenge,2021-11-01T00:00:00Z,Banned in Classrooms,"Creech, Sharon",Walk Two Moons,NA,NA,NA
Tennessee,Wilson County School District,Other,2022-05-01T00:00:00Z,Banned in Libraries,"Maas, Sarah J.",A Court of Mist and Fury (A Court of Thorns and Roses Series),NA,NA,NA
Tennessee,Wilson County School District,Other,2022-05-01T00:00:00Z,Banned Pending Investigation,"Clare, Cassandra",Clockwork Princess (The Infernal Devices Series),NA,NA,NA
Tennessee,Wilson County School District,Other,2022-05-01T00:00:00Z,Banned in Libraries,"Hopkins, Ellen",Crank (Crank Series),NA,NA,NA
Tennessee,Wilson County School District,Other,2022-03-01T00:00:00Z,Banned in Libraries,"Rowell, Rainbow",Eleanor & Park,NA,NA,NA
Tennessee,Wilson County School District,Other,2022-05-01T00:00:00Z,Banned in Libraries,"Jackson, Tiffany D.",Monday's Not Coming,NA,NA,NA
Tennessee,Wilson County School District,Other,2022-03-01T00:00:00Z,Banned in Libraries,"Morrison, Toni",The Bluest Eye,NA,NA,NA
Texas,Birdville Independent School District,Formal Challenge,2021-10-01T00:00:00Z,Banned Pending Investigation,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,NA,NA,NA
Texas,Birdville Independent School District,Formal Challenge,2021-10-01T00:00:00Z,Banned Pending Investigation,"Bechdel, Alison",Fun Home: A Family Tragicomic,NA,NA,NA
Texas,Birdville Independent School District,Formal Challenge,2021-10-01T00:00:00Z,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir,NA,NA,NA
Texas,Birdville Independent School District,Formal Challenge,2021-10-01T00:00:00Z,Banned Pending Investigation,"Harris, Robie H.","It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health",NA,"Emberley, Michael",NA
Texas,Birdville Independent School District,Formal Challenge,2021-10-01T00:00:00Z,Banned Pending Investigation,"Rosen, L. C.",Jack of Hearts (and other parts),NA,NA,NA
Texas,Birdville Independent School District,Formal Challenge,2021-11-01T00:00:00Z,Banned Pending Investigation,"Myracle, Lauren","l8r, g8r",NA,NA,NA
Texas,Birdville Independent School District,Formal Challenge,2021-10-01T00:00:00Z,Banned Pending Investigation,"Jackson, Tiffany D.",Monday's Not Coming,NA,NA,NA
Texas,Birdville Independent School District,Formal Challenge,2021-10-01T00:00:00Z,Banned in Classrooms,"Steinbeck, John",Of Mice and Men,NA,NA,NA
Texas,Birdville Independent School District,Formal Challenge,2021-10-01T00:00:00Z,Banned Pending Investigation,"Pérez, Ashley Hope",Out of Darkness,NA,NA,NA
Texas,Birdville Independent School District,Formal Challenge,2021-10-01T00:00:00Z,Banned in Libraries,"Fleischman, Paul",Seedfolks,NA,"Pedersen, Judy",NA
Texas,Birdville Independent School District,Formal Challenge,2021-10-01T00:00:00Z,Banned Pending Investigation,"Morrison, Toni",The Bluest Eye,NA,NA,NA
Texas,Birdville Independent School District,Formal Challenge,2021-10-01T00:00:00Z,Banned Pending Investigation,"Hosseini, Khaled",The Kite Runner,NA,NA,NA
Texas,Birdville Independent School District,Formal Challenge,2021-10-01T00:00:00Z,Banned Pending Investigation,"Tamaki, Mariko",This One Summer,NA,"Tamaki, Jillian",NA
Texas,Birdville Independent School District,Formal Challenge,2021-10-01T00:00:00Z,Banned Pending Investigation,"Hutchinson, Shaun David",We Are the Ants,NA,NA,NA
Texas,Canutillo Independent School District,Administrator,2021-10-01T00:00:00Z,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir,NA,NA,NA
Texas,Clear Creek Independent School District,Formal Challenge,2022-04-01T00:00:00Z,Banned in Libraries,"Draper, Sharon M.",Blended,NA,NA,NA
Texas,Clear Creek Independent School District,Administrator,2022-02-01T00:00:00Z,Banned in Libraries,"Curato, Mike",Flamer,NA,NA,NA
Texas,Clear Creek Independent School District,Administrator,2022-05-01T00:00:00Z,Banned in Libraries and Classrooms,"Bechdel, Alison",Fun Home: A Family Tragicomic,NA,NA,NA
Texas,Clear Creek Independent School District,Administrator,2021-12-01T00:00:00Z,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir,NA,NA,NA
Texas,Clear Creek Independent School District,Administrator,2022-01-01T00:00:00Z,Banned in Libraries and Classrooms,"Rosen, L. C.",Jack of Hearts (and other parts),NA,NA,NA
Texas,Clear Creek Independent School District,Administrator,2022-04-01T00:00:00Z,Banned in Classrooms,"Pérez, Ashley Hope",Out of Darkness,NA,NA,NA
Texas,Clear Creek Independent School District,Administrator,2021-10-01T00:00:00Z,Banned in Libraries,"Johnson, Cathy G.",The Breakaways,NA,NA,NA
Texas,Cypress-Fairbanks Independent School District,Administrator,2021-12-01T00:00:00Z,Banned in Libraries,"Johnson, George M.",All Boys Aren't Blue,NA,NA,NA
Texas,Cypress-Fairbanks Independent School District,Administrator,2021-12-01T00:00:00Z,Banned in Libraries and Classrooms,"Rachel, T. Cole","Bend, Don't Shatter: Poets on the Beginning of Desire","Costello, Rita D.",NA,NA
Texas,Cypress-Fairbanks Independent School District,Administrator,2021-12-01T00:00:00Z,Banned in Libraries,"Telgemeier, Raina",Drama: A Graphic Novel,NA,NA,NA
Texas,Cypress-Fairbanks Independent School District,Administrator,2022-04-01T00:00:00Z,Banned in Libraries and Classrooms,"Suzuma, Tabitha",Forbidden,NA,NA,NA
Texas,Cypress-Fairbanks Independent School District,Administrator,2021-12-01T00:00:00Z,Banned in Libraries and Classrooms,"Gottfred, B. T.",Forever for a Year,NA,NA,NA
Texas,Cypress-Fairbanks Independent School District,Administrator,2021-12-01T00:00:00Z,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir,NA,NA,NA
Texas,Cypress-Fairbanks Independent School District,Administrator,2021-12-01T00:00:00Z,Banned in Libraries and Classrooms,"Rosen, L. C.",Jack of Hearts (and other parts),NA,NA,NA
Texas,Cypress-Fairbanks Independent School District,Administrator,2022-01-01T00:00:00Z,Banned in Libraries,"Myracle, Lauren","l8r, g8r",NA,NA,NA
Texas,Cypress-Fairbanks Independent School District,Administrator,2022-01-01T00:00:00Z,Banned in Libraries,"Andrews, Jesse",Me and Earl and the Dying Girl,NA,NA,NA
Texas,Cypress-Fairbanks Independent School District,Administrator,2022-01-01T00:00:00Z,Banned in Libraries,"Draper, Sharon M.",Panic,NA,NA,NA
Texas,Cypress-Fairbanks Independent School District,Administrator,2021-12-01T00:00:00Z,Banned in Libraries and Classrooms,"Johnson, Cathy G.",The Breakaways,NA,NA,NA
Texas,Cypress-Fairbanks Independent School District,Administrator,2022-01-01T00:00:00Z,Banned in Libraries and Classrooms,"Gottfred, B. T.",The Nerdy and the Dirty,NA,NA,NA
Texas,Cypress-Fairbanks Independent School District,Administrator,2022-01-01T00:00:00Z,Banned in Libraries,"McCoy, Kathy",The Teenage Body Book,"Wibbelsman, Charles",NA,NA
Texas,Cypress-Fairbanks Independent School District,Administrator,2022-04-01T00:00:00Z,Banned in Libraries and Classrooms,"Dawson, Juno",This Book Is Gay,NA,NA,NA
Texas,Cypress-Fairbanks Independent School District,Administrator,2022-01-01T00:00:00Z,Banned in Libraries,"Tamaki, Mariko",This One Summer,NA,"Tamaki, Jillian",NA
Texas,Cypress-Fairbanks Independent School District,Administrator,2022-04-01T00:00:00Z,Banned in Libraries and Classrooms,"Arnold, Elana K.",What Girls Are Made Of,NA,NA,NA
Texas,Denton Independent School District,Administrator,2021-12-01T00:00:00Z,Banned in Libraries and Classrooms,"Johnson, George M.",All Boys Aren't Blue,NA,NA,NA
Texas,Fort Bend ISD,Formal Challenge,2022-01-01T00:00:00Z,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Clare, Cassandra",City of Heavenly Fire (The Mortal Instruments Series),NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned in Libraries and Classrooms,"Hopkins, Ellen",Crank (Crank Series),NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Landau, Elaine",Date Violence (Life Balance),NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Telgemeier, Raina",Drama: A Graphic Novel,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned in Libraries and Classrooms,"Rowell, Rainbow",Eleanor & Park,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned in Libraries and Classrooms,"McMann, Lisa",Fade (Wake Series),NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Verdi, Jessica",Follow Your Arrow,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned in Libraries and Classrooms,"Newman, Lesléa",Jailbait,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned in Libraries and Classrooms,"Scheeres, Julia",Jesus Land: A Memoir,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Rivera, Gabby",Juliet Takes a Breath,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Knowles, Jo",Jumping Off Swings (Jumping Off Swings Series),NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned in Libraries and Classrooms,"Myracle, Lauren","l8r, g8r",NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Gephart, Donna",Lily and Dunkin,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned in Libraries and Classrooms,"Green, John",Looking for Alaska,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Cart, Michael",Love & Sex: Ten Stories of Truth,"Bauer, Joan; Donoghue, Emma; Hawes, Louise; Nix, Garth; Sones, Sonya; Anderson, Laurie Halse; Lynch, Chris; Lowenthal, Michael; Stoehr, Shelly; Johnson, Angela",NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Dee, Barbara",Maybe He Just Likes You,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned in Libraries and Classrooms,"Andrews, Jesse",Me and Earl and the Dying Girl,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Cook, Trish",Notes from the Blender,"Halpin, Brendan",NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Young, Cathy",One Hot Second: Stories About Desire,"Armstrong, Jennifer; Wittlinger, Ellen; Woodson, Jacqueline; Dessen, Sarah; Donoghue, Emma; Garden, Nancy; Johnson, Angela; Martinez, Victor; Mazer, Norma Fox; Vail, Rachel; Wallace, Rich",NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Pérez, Ashley Hope",Out of Darkness,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Mesrobian, Carrie",Perfectly Good White Boy,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Lockhart, E.","Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver",NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Mesrobian, Carrie",Sex & Violence,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"McCormick, Patricia",Sold,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Sanford, Doris",Something Must Be Wrong with Me: A Boy's Book about Sexual Abuse,NA,"Evans, Graci",NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Slater, Dashka",The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,NA,"Forney, Ellen",NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Morrison, Toni",The Bluest Eye,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Walls, Jeannette",The Glass Castle,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Atwood, Margaret",The Handmaid's Tale,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Hosseini, Khaled",The Kite Runner,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Kiely, Brendan",The Other Talk: Reckoning with Our White Privilege,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned in Libraries and Classrooms,"Chbosky, Stephen",The Perks of Being a Wallflower,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Acevedo, Elizabeth",The Poet X,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Atwood, Margaret",The Testaments,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Blume, Judy","Then Again, Maybe I Won't",NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Asher, Jay",Thirteen Reasons Why,NA,NA,NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Tamaki, Mariko",This One Summer,NA,"Tamaki, Jillian",NA
Texas,Fredericksburg Independent School District,Administrator,2022-03-01T00:00:00Z,Banned Pending Investigation,"Myracle, Lauren",ttfn (Internet Girls Series),NA,NA,NA
